ECON;ECON-Economics;34000;Intrm Microecon Thry;202330;Summer 2023;Y01;10932;Van Kammen, Benjamin J.;39.0%;7.3%;;;24.4%;4.9%;4.9%;;2.4%;2.4%;;;;9.8%;;;;;;;;4.9%;
ECON;ECON-Economics;35200;Intermed Macroecon;202330;Summer 2023;Y01;10934;Gallen, Trevor S.;17.9%;10.3%;;;10.3%;2.6%;20.5%;10.3%;2.6%;15.4%;;;;;;;2.6%;;;;;7.7%;
ECON;ECON-Economics;36200;Health Economics;202330;Summer 2023;Y01;12664;Moore, Timothy J.;18.2%;27.3%;4.5%;;31.8%;;9.1%;;4.5%;;;;;;;;;;;;;4.5%;
ECON;ECON-Economics;36700;Law And Economics;202330;Summer 2023;Y01;10937;Fisher, Clifford D.;16.7%;12.5%;;;12.5%;4.2%;;25.0%;8.3%;;12.5%;;;;4.2%;;;;;;;4.2%;
ECON;ECON-Economics;38500;Labor Economics;202330;Summer 2023;Y01;29227;Sarzosa, Miguel A.;4.8%;9.5%;14.3%;;4.8%;19.0%;9.5%;;4.8%;;4.8%;;;;;;;;;;;28.6%;
ECON;ECON-Economics;45100;Game Theory;202330;Summer 2023;Y01;14427;Brindley, Jacob A.;21.2%;5.8%;17.3%;;17.3%;3.8%;5.8%;13.5%;3.8%;1.9%;1.9%;1.9%;1.9%;;;;;;;;;3.8%;
ECON;ECON-Economics;69900;Research PhD Thesis;202330;Summer 2023;003;11679;Bao, Yong;;;;;;;;;;;;;;;;;;;100.0%;;;;
EDCI;EDCI-Educ-Curric & Instruction;21510;Lang & Lit Foundations;202330;Summer 2023;001;31230;Boes, Nancy A.;19.0%;19.0%;9.5%;;23.8%;4.8%;9.5%;4.8%;;;;;;9.5%;;;;;;;;;
EDCI;EDCI-Educ-Curric & Instruction;35000;Comm Iss & Appl Educ;202330;Summer 2023;001;30465;Scherer, Stephanie;7.7%;;69.2%;;;;;7.7%;;;;;;15.4%;;;;;;;;;
EDCI;EDCI-Educ-Curric & Instruction;56000;Ed Tech For Tchg/Lrng;202330;Summer 2023;001;33831;Bennett, Luke;100.0%;;;;;;;;;;;;;;;;;;;;;;
EDCI;EDCI-Educ-Curric & Instruction;58500;Multicultural Educ;202330;Summer 2023;007;31734;Neal-Stanley, Amber M.;93.3%;;;;;;;;;;;;;;;;6.7%;;;;;;
EDCI;EDCI-Educ-Curric & Instruction;61500;Qual Res Meth In Educ;202330;Summer 2023;001;11704;Zywicki, Stephanie M.;93.8%;3.1%;;;;;;;;;;;;;;;;;;;;3.1%;
EDCI;EDCI-Educ-Curric & Instruction;61600;Qual Data Collection& Analysis;202330;Summer 2023;001;11053;Burdick, Steven J.;69.6%;4.3%;17.4%;;;;;;;;;;;4.3%;;;;;;;;4.3%;
EDCI;EDCI-Educ-Curric & Instruction;62100;Tech For Qual Research;202330;Summer 2023;001;12863;Wright, Wayne E.;;;100.0%;;;;;;;;;;;;;;;;;;;;
EDPS;EDPS-Educ-Ed'l and Psy Studies;10500;Academic And Career Planning;202330;Summer 2023;001;34876;Wetzel, Cara R.;31.3%;31.3%;18.8%;;;6.3%;6.3%;;6.3%;;;;;;;;;;;;;;
EDPS;EDPS-Educ-Ed'l and Psy Studies;20001;Special Pops Sem: Disab & Diff;202330;Summer 2023;002;34085;Opsahl, Scott E.;;;91.7%;;;;;;;;;;;;;;;;;;;;
EDPS;EDPS-Educ-Ed'l and Psy Studies;21100;Law Policy Ethical Guidelines;202330;Summer 2023;003;32427;Smith, Jennifer E.;19.0%;33.3%;9.5%;;4.8%;;9.5%;4.8%;;4.8%;4.8%;;;9.5%;;;;;;;;;
EDPS;EDPS-Educ-Ed'l and Psy Studies;24800;Differentiating C & I;202330;Summer 2023;001;34700;Yang, Yao;64.3%;14.3%;;;14.3%;;;;;;;;;7.1%;;;;;;;;;
EDPS;EDPS-Educ-Ed'l and Psy Studies;26501;The Inclusive Classroom;202330;Summer 2023;001;34082;Opsahl, Scott E.;;;83.3%;;;8.3%;;;;;;;;;;;;;;;;;
EDPS;EDPS-Educ-Ed'l and Psy Studies;31500;Collab Leader: Interpersonal;202330;Summer 2023;001;10340;May, Katharine A.;30.8%;11.5%;42.3%;;;3.8%;3.8%;3.8%;;;;;;;;;;;;;;3.8%;
EDPS;EDPS-Educ-Ed'l and Psy Studies;31500;Collab Leader: Interpersonal;202330;Summer 2023;012;33839;Hernandez, Karabella R.;45.5%;;31.8%;;;;;;4.5%;;4.5%;;;4.5%;;;;;;;;9.1%;
EDPS;EDPS-Educ-Ed'l and Psy Studies;31500;Collab Leader: Interpersonal;202330;Summer 2023;013;33840;King, Samuel G.;4.5%;4.5%;77.3%;;4.5%;;;;;;;;;4.5%;;;;;;;;4.5%;
EDPS;EDPS-Educ-Ed'l and Psy Studies;31500;Collab Leader: Interpersonal;202330;Summer 2023;014;33841;Piceno, Viviana J.;17.6%;17.6%;17.6%;;;5.9%;5.9%;;;;;;;11.8%;;;;;;;;23.5%;
EDPS;EDPS-Educ-Ed'l and Psy Studies;31500;Collab Leader: Interpersonal;202330;Summer 2023;015;33842;Lim, Seoyoung;5.0%;10.0%;60.0%;;5.0%;;10.0%;;;;5.0%;;;;;;;;;;;5.0%;
EDPS;EDPS-Educ-Ed'l and Psy Studies;31600;Leadership: Cross-Cultural;202330;Summer 2023;001;33843;Grava, Nokwanda N.;25.0%;16.7%;8.3%;;8.3%;;16.7%;;;;;;;;;;;;;;;16.7%;8.3%
EDPS;EDPS-Educ-Ed'l and Psy Studies;36201;Positive Behavioral Supports;202330;Summer 2023;001;34083;Mcclure, Erica B.;25.8%;9.7%;48.4%;;3.2%;6.5%;;;;3.2%;;;;3.2%;;;;;;;;;
EDPS;EDPS-Educ-Ed'l and Psy Studies;55600;Quantitative Data Analysis I;202330;Summer 2023;002;27254;Gipson, John A.;71.4%;14.3%;;;;;;;;;;;;;;;;;;;;14.3%;
EDPS;EDPS-Educ-Ed'l and Psy Studies;55600;Quantitative Data Analysis I;202330;Summer 2023;005;14467;Gipson, John A.;46.2%;15.4%;;;;;7.7%;;;;;;;7.7%;;;;;;;;23.1%;
EDPS;EDPS-Educ-Ed'l and Psy Studies;55700;Quantitative Data Analysis II;202330;Summer 2023;004;33859;Yang, Yao;14.3%;14.3%;50.0%;;;;7.1%;;;;;;;;;;;;;;;14.3%;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;069;35502;Yerace, Marisa E.;25.0%;;41.7%;;8.3%;8.3%;;8.3%;;;;;;8.3%;;;;;;;;;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;070;35503;Rosell, Carla B.;36.4%;18.2%;;;9.1%;9.1%;9.1%;;9.1%;;;;;;9.1%;;;;;;;;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;071;35504;Barber, Christopher J.;30.8%;38.5%;7.7%;;7.7%;;15.4%;;;;;;;;;;;;;;;;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;072;35505;Johnson, Michael D.;25.0%;50.0%;;;;8.3%;;;8.3%;;;;;8.3%;;;;;;;;;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;073;35506;Hein, George T.;27.3%;9.1%;63.6%;;;;;;;;;;;;;;;;;;;;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;074;35507;Deptula, Adrianna M.;33.3%;20.0%;40.0%;;6.7%;;;;;;;;;;;;;;;;;;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;Y01;11037;Myers, Maggie R.;23.5%;29.4%;23.5%;;;;;;;5.9%;;;;5.9%;;;;;;;;11.8%;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;Y02;11038;Wang, Qian;52.6%;10.5%;;;10.5%;5.3%;5.3%;5.3%;;;;;;5.3%;;;;;;;;5.3%;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;Y03;11039;Sudzina, David A.;21.1%;26.3%;5.3%;;5.3%;5.3%;15.8%;5.3%;;5.3%;;;;10.5%;;;;;;;;;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;Y04;13166;Brewer, Joshua A.;15.8%;26.3%;31.6%;;5.3%;;5.3%;5.3%;;;;;;5.3%;;;;;;;;;5.3%
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;Y05;13324;Hughes, Jennifer J.;70.6%;;;;23.5%;;;;;;;;;5.9%;;;;;;;;;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;Y06;13435;Myers, Maggie R.;60.0%;;;;30.0%;;;;5.0%;;;;;5.0%;;;;;;;;;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;Y07;13954;Anderson, Alexandra M.;50.0%;25.0%;6.3%;;6.3%;;;;6.3%;;;;;6.3%;;;;;;;;;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;Y08;14096;Pearson, Emily M.;31.6%;21.1%;42.1%;;5.3%;;;;;;;;;;;;;;;;;;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;Y09;14203;Hughes, Jennifer J.;29.4%;;23.5%;;;;11.8%;11.8%;;;;;;5.9%;;;;;;;;17.6%;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;Y10;14253;Tenniswood, Carri J.;5.9%;17.6%;;;5.9%;11.8%;5.9%;17.6%;;5.9%;;;;5.9%;;;;;;;;23.5%;
ENGL;ENGL-English;10600;First-Year Composition;202330;Summer 2023;Y69;33274;Parsons-Powell, Michelle E.;92.3%;7.7%;;;;;;;;;;;;;;;;;;;;;
ENGL;ENGL-English;20500;Intro Creative Writing;202330;Summer 2023;Y01;22389;Ahuja, Kanika;;;25.0%;;18.8%;;6.3%;12.5%;;12.5%;;;;6.3%;;;;;;;;18.8%;
ENGL;ENGL-English;20500;Intro Creative Writing;202330;Summer 2023;Y02;22390;Sakr, Aiya Y.;11.8%;;76.5%;;;;;;;;;;;5.9%;;;;;;;;5.9%;
ENGL;ENGL-English;23800;Intro To Fiction;202330;Summer 2023;Y01;11104;Rosell, Carla B.;33.3%;23.8%;;;4.8%;;19.0%;4.8%;4.8%;4.8%;;;;4.8%;;;;;;;;;
ENGL;ENGL-English;23800;Intro To Fiction;202330;Summer 2023;Y02;33828;Perdomo, Marybeth;26.1%;8.7%;47.8%;;;;;;;;;;;13.0%;;;4.3%;;;;;;
ENGL;ENGL-English;27600;Shakespeare On Film;202330;Summer 2023;001;31194;White, Paul W.;28.6%;7.1%;7.1%;;42.9%;;;;;;;;;7.1%;;;;;;;;7.1%;
ENGL;ENGL-English;28600;The Movies;202330;Summer 2023;Y01;10446;Wolfe, Monica C.;18.2%;9.1%;59.1%;;;;9.1%;;;;;;;;;;;;;;;4.5%;
ENGL;ENGL-English;31600;Craft Of Fiction;202330;Summer 2023;001;29876;Gray, Casey M.;72.2%;11.1%;;;11.1%;;;;;5.6%;;;;;;;;;;;;;
ENGL;ENGL-English;33000;Games And Diversity;202330;Summer 2023;Y01;11063;Blackmon, Samantha;78.9%;;;;10.5%;;;;;;;;;;;;;;;;;10.5%;
ENGL;ENGL-English;36000;Gender And Literature;202330;Summer 2023;002;32910;Bergman, Rochel S.;40.0%;;46.7%;;;;;6.7%;;;;;;6.7%;;;;;;;;;
ENGL;ENGL-English;42000;Business Writing;202330;Summer 2023;001;32021;Hunter, Paul T.;93.3%;;;;6.7%;;;;;;;;;;;;;;;;;;
ENGL;ENGL-English;42000;Business Writing;202330;Summer 2023;E01;32272;Milliren, Kaden C.;87.5%;6.3%;;;6.3%;;;;;;;;;;;;;;;;;;
ENGL;ENGL-English;42000;Business Writing;202330;Summer 2023;Y01;11820;Berchtold, Jessica E.;75.0%;5.0%;;;15.0%;5.0%;;;;;;;;;;;;;;;;;
ENGL;ENGL-English;42000;Business Writing;202330;Summer 2023;Y02;11821;McCormick, Deanna T.;21.1%;15.8%;52.6%;;;;5.3%;;;;;;;5.3%;;;;;;;;;
ENGL;ENGL-English;42000;Business Writing;202330;Summer 2023;Y03;11822;McCormick, Deanna T.;31.6%;10.5%;21.1%;;5.3%;5.3%;5.3%;;5.3%;;;;;5.3%;;;;;;;;10.5%;
ENGL;ENGL-English;42000;Business Writing;202330;Summer 2023;Y04;22388;McCormick, Deanna T.;22.2%;11.1%;44.4%;;;;5.6%;;5.6%;;;;;;;;;;;;;11.1%;
ENGL;ENGL-English;42000;Business Writing;202330;Summer 2023;Y05;23772;Abad, Jason M.;11.8%;47.1%;;;17.6%;;17.6%;;;5.9%;;;;;;;;;;;;;
ENGL;ENGL-English;42000;Business Writing;202330;Summer 2023;Y06;11085;Nestor Babcock, Sarah;10.5%;31.6%;;;10.5%;15.8%;26.3%;;;5.3%;;;;;;;;;;;;;
ENGL;ENGL-English;42000;Business Writing;202330;Summer 2023;Y07;25620;Nestor Babcock, Sarah;22.2%;11.1%;;;22.2%;;33.3%;;;;;;;;;;;;;;;11.1%;
ENGL;ENGL-English;42000;Business Writing;202330;Summer 2023;Y08;11087;Bailey, Rachael D.;6.7%;;;;20.0%;20.0%;40.0%;;6.7%;;;;;;;;;;;;;6.7%;
ENGL;ENGL-English;42000;Business Writing;202330;Summer 2023;Y09;29047;Bailey, Rachael D.;10.0%;20.0%;;;10.0%;10.0%;30.0%;;5.0%;5.0%;;;;10.0%;;;;;;;;;
ENGL;ENGL-English;42000;Business Writing;202330;Summer 2023;Y10;35210;McCormick, Deanna T.;30.0%;;65.0%;;;;;;;;;5.0%;;;;;;;;;;;
ENGL;ENGL-English;42000;Business Writing;202330;Summer 2023;Y13;14506;Beck, Robert S.;70.0%;15.0%;;;;5.0%;;;;;;;;;;;;;;;;10.0%;
ENGL;ENGL-English;42000;Business Writing;202330;Summer 2023;Y14;28949;Jendrzey, Elizabeth A.;5.6%;16.7%;50.0%;;;11.1%;5.6%;;;;;;;;;;;;;;;11.1%;
ENGL;ENGL-English;42000;Business Writing;202330;Summer 2023;Y15;28950;Wegener, Susan E.;25.0%;30.0%;30.0%;;5.0%;;5.0%;;5.0%;;;;;;;;;;;;;;
ENGL;ENGL-English;42100;Technical Writing;202330;Summer 2023;010;31202;Pellegrini, Mason T.;40.0%;15.0%;20.0%;;5.0%;5.0%;5.0%;;10.0%;;;;;;;;;;;;;;
ENGL;ENGL-English;42100;Technical Writing;202330;Summer 2023;021;33287;Ricks, Antony N.;5.9%;17.6%;5.9%;;;5.9%;23.5%;11.8%;;5.9%;;5.9%;;5.9%;;;;;;;;11.8%;
ENGL;ENGL-English;42100;Technical Writing;202330;Summer 2023;022;33288;Ricks, Antony N.;21.1%;36.8%;5.3%;;10.5%;;5.3%;;;;;;;;;;;;;;;15.8%;5.3%
ENGL;ENGL-English;42100;Technical Writing;202330;Summer 2023;023;35216;Wang, Qian;38.9%;38.9%;16.7%;;;;;;;;;;;;;;;;;;;5.6%;
ENGL;ENGL-English;42100;Technical Writing;202330;Summer 2023;Y01;11830;Defrench, Melissa K.;;;95.0%;;;5.0%;;;;;;;;;;;;;;;;;
ENGL;ENGL-English;42100;Technical Writing;202330;Summer 2023;Y02;11832;Defrench, Melissa K.;5.3%;5.3%;84.2%;;;;;;;;;;;5.3%;;;;;;;;;
ENGL;ENGL-English;42100;Technical Writing;202330;Summer 2023;Y03;20842;Lark, Jolene B.;11.1%;;66.7%;;5.6%;;;;;;;5.6%;;;;;;;;;;11.1%;
ENGL;ENGL-English;42100;Technical Writing;202330;Summer 2023;Y04;16335;Clark, Tracy L.;5.9%;5.9%;;;17.6%;;17.6%;5.9%;;17.6%;;;;17.6%;;;;;;;;11.8%;
ENGL;ENGL-English;42100;Technical Writing;202330;Summer 2023;Y05;22391;Clark, Tracy L.;;11.1%;;;11.1%;16.7%;5.6%;;11.1%;11.1%;;;5.6%;16.7%;;;;;;;;11.1%;
ENGL;ENGL-English;42100;Technical Writing;202330;Summer 2023;Y15;14507;Baker, Holly T.;21.1%;;26.3%;;5.3%;10.5%;5.3%;;5.3%;5.3%;10.5%;5.3%;;5.3%;;;;;;;;;
ENGL;ENGL-English;42100;Technical Writing;202330;Summer 2023;Y16;28952;Baker, Holly T.;25.0%;15.0%;25.0%;;10.0%;10.0%;10.0%;;5.0%;;;;;;;;;;;;;;
ENGR;ENGR-Engineering;10301;Intro To Eng Disciplines;202330;Summer 2023;001;34278;Jimenez-Useche, Isabel C.;78.6%;;;;16.7%;;;;;;2.4%;;;2.4%;;;;;;;;;
ENGR;ENGR-Engineering;13100;Trans Ideas To Innovation I;202330;Summer 2023;001;25678;Aguilar, Jeannete G.;48.8%;27.9%;;;9.3%;2.3%;9.3%;2.3%;;;;;;;;;;;;;;;
ENGR;ENGR-Engineering;13100;Trans Ideas To Innovation I;202330;Summer 2023;003;29814;Mcfall, Gary T.;40.7%;33.3%;;;14.8%;3.7%;3.7%;;;3.7%;;;;;;;;;;;;;
ENGR;ENGR-Engineering;13200;Trans Ideas To Innovation II;202330;Summer 2023;002;29524;Wible, Kathleen J.;15.1%;34.0%;;;5.7%;18.9%;11.3%;1.9%;1.9%;9.4%;;;;;;;;;;;;1.9%;
ENGR;ENGR-Engineering;19500;Multicult Intro To Eng;202330;Summer 2023;005;32238;Parker, Heidi E.;;;;;;;;;;;;;;;;15.4%;84.6%;;;;;;
ENGR;ENGR-Engineering;19500;Atoms At Work-Exp Nuclear Enrg;202330;Summer 2023;007;35144;Miller, True W.;;;;;;;;;;;;;;;;;100.0%;;;;;;
ENGR;ENGR-Engineering;19500;Engineering Academic Bootcamp;202330;Summer 2023;006;33038;Parker, Heidi E.;;;;;;;;;;;;;;;;;100.0%;;;;;;
ENGR;ENGR-Engineering;19500;Preface;202330;Summer 2023;004;32237;Parker, Heidi E.;;;;;;;;;;;;;;;;;100.0%;;;;;;
ENGR;ENGR-Engineering;29600;Every Boilermaker Enginr Codes;202330;Summer 2023;001;35064;Cole, John H.;16.7%;4.5%;16.7%;1.5%;6.1%;3.0%;3.0%;6.1%;1.5%;3.0%;1.5%;3.0%;;16.7%;;;;;;;;16.7%;
ENGR;ENGR-Engineering;39799;GEARE Domestic Internship;202330;Summer 2023;001;24740;Tort, Joseph M.;;;;;;;;;;;;;;;;;;;97.0%;3.0%;;;
ENGR;ENGR-Engineering;39899;GEARE Global Internship;202330;Summer 2023;001;24741;Tort, Joseph M.;;;;;;;;;;;;;;;;;;;94.4%;5.6%;;;
ENGR;ENGR-Engineering;69199;Pro Prac Grad Co-Op I;202330;Summer 2023;001;24742;Strickland, Jennifer N.;;;;;;;;;;;;;;;;;;;100.0%;;;;
ENGR;ENGR-Engineering;69199;Pro Prac Grad Co-Op I;202330;Summer 2023;002;10980;Vandevoorde, Eric A.;;;;;;;;;;;;;;;;;;;100.0%;;;;
ENGR;ENGR-Engineering;69299;Pro Prac Grad Co-Op II;202330;Summer 2023;001;24743;Strickland, Jennifer N.;;;;;;;;;;;;;;;;;;;100.0%;;;;
ENGR;ENGR-Engineering;69299;Pro Prac Grad Co-Op II;202330;Summer 2023;002;10981;Vandevoorde, Eric A.;;;;;;;;;;;;;;;;;;;97.7%;;;2.3%;
ENGR;ENGR-Engineering;69699;Pro Prac Grad Intern;202330;Summer 2023;001;11067;Strickland, Jennifer N.;;;;;;;;;;;;;;;;;;;97.7%;2.3%;;;
ENTR;ENTR-Entrepreneurship;20000;Intro Entr & Innov;202330;Summer 2023;002;14412;Reiff, Mark A.;25.0%;8.3%;66.7%;;;;;;;;;;;;;;;;;;;;
ENTR;ENTR-Entrepreneurship;20000;Intro Entr & Innov;202330;Summer 2023;003;15189;Lutz, Dora L.;41.7%;20.8%;20.8%;;4.2%;;8.3%;;;;;;4.2%;;;;;;;;;;
ENTR;ENTR-Entrepreneurship;20000;Intro Entr & Innov;202330;Summer 2023;004;35281;Woody, Lucas T.;52.2%;13.0%;4.3%;;13.0%;;17.4%;;;;;;;;;;;;;;;;
ENTR;ENTR-Entrepreneurship;31000;Mktg Mgmt For New Ventures;202330;Summer 2023;002;14413;Davis, Rick B.;52.0%;12.0%;24.0%;;;4.0%;4.0%;;;;;;;;;;;;;;;4.0%;
ENTR;ENTR-Entrepreneurship;31000;Mktg Mgmt For New Ventures;202330;Summer 2023;003;15379;Paden, Bob;9.1%;9.1%;18.2%;;13.6%;9.1%;4.5%;4.5%;;9.1%;;;;4.5%;9.1%;;;;;;;9.1%;
ENTR;ENTR-Entrepreneurship;39699;Interns For Indiana Experience;202330;Summer 2023;I01;29337;Francis, Patrick M.;;;;;;;;;;;;;;;;;;;100.0%;;;;
ENTR;ENTR-Entrepreneurship;46000;Internship And Career Prep;202330;Summer 2023;003;10460;Leeker, Steven J.;7.1%;;92.9%;;;;;;;;;;;;;;;;;;;;
FNR;FNR-Forestry&Natural Resources;12500;Environmental Scienc & Conserv;202330;Summer 2023;001;10129;Flaherty, Elizabeth A.;30.0%;6.7%;6.7%;;13.3%;3.3%;13.3%;6.7%;6.7%;;6.7%;;;6.7%;;;;;;;;;
FNR;FNR-Forestry&Natural Resources;37010;Natural Resources Practicum;202330;Summer 2023;001;28963;Farlee, Lenny D.;32.8%;43.3%;9.0%;;3.0%;1.5%;10.4%;;;;;;;;;;;;;;;;
FNR;FNR-Forestry&Natural Resources;37050;Forest Habitats & Comm Pract;202330;Summer 2023;001;28964;Flaherty, Elizabeth A.;63.0%;20.4%;9.3%;;;;7.4%;;;;;;;;;;;;;;;;
FNR;FNR-Forestry&Natural Resources;37100;Fish&Aquatic Practicum;202330;Summer 2023;001;28965;Collingsworth, Paris D.;73.3%;13.3%;13.3%;;;;;;;;;;;;;;;;;;;;
FNR;FNR-Forestry&Natural Resources;37200;Forestry Practicum;202330;Summer 2023;001;28966;Ernst, Daniel B.;20.0%;40.0%;15.0%;;;;20.0%;5.0%;;;;;;;;;;;;;;;
FNR;FNR-Forestry&Natural Resources;37300;Wildlife Practicum;202330;Summer 2023;001;28967;Dunning, John B.;22.9%;31.4%;2.9%;;28.6%;;14.3%;;;;;;;;;;;;;;;;
FR;FR-French;10200;French Level II;202330;Summer 2023;001;12088;Jouin, Gwenael B.;5.9%;11.8%;;;11.8%;5.9%;;;23.5%;;;5.9%;5.9%;;;;5.9%;;;;;23.5%;
FR;FR-French;20200;French Level IV;202330;Summer 2023;001;29083;Adigun, Doyin Y.;18.8%;25.0%;;;18.8%;6.3%;12.5%;;;6.3%;;6.3%;;;;;;;;;;6.3%;
FVS;FVS-Film And Video Studies;49100;Sum Feat Film Prod;202330;Summer 2023;004;34646;Chastain, Bobby L.;54.5%;;27.3%;;9.1%;;;;;;;;;;;;;;;;;9.1%;
GER;GER-German;10100;German Level I;202330;Summer 2023;001;34679;Hinkel, Irina A.;71.4%;;;14.3%;7.1%;;7.1%;;;;;;;;;;;;;;;;
GER;GER-German;10200;German Level II;202330;Summer 2023;001;34274;Kroninger, Andrew Y.;64.3%;14.3%;14.3%;;7.1%;;;;;;;;;;;;;;;;;;
GER;GER-German;10200;German Level II;202330;Summer 2023;002;34970;Hinkel, Irina A.;23.1%;15.4%;7.7%;;7.7%;15.4%;;7.7%;;15.4%;;;;7.7%;;;;;;;;;
GER;GER-German;28000;Beer & Brewing In Ger Cul;202330;Summer 2023;001;34095;Sundquist, John D.;50.0%;25.0%;;;;8.3%;8.3%;;;;;;;8.3%;;;;;;;;;
GRAD;GRAD-Graduate Studies;59000;Program Management;202330;Summer 2023;OL1;31438;Springer, Mitchell L.;100.0%;;;;;;;;;;;;;;;;;;;;;;
GRAD;GRAD-Graduate Studies;59000;Grant Writing Light;202330;Summer 2023;005;31273;Nielsen, Lisa R.;;;;;;;;;;;;;;;;1.9%;96.3%;;;;;1.9%;
GRAD;GRAD-Graduate Studies;69900;Research PhD Thesis;202330;Summer 2023;001;35548;Gibson, Kevin D.;;;;;;;;;;;;;;;;;;;100.0%;;;;
GS;GS-General Studies;11900;Intro Acad Prog-Purdue;202330;Summer 2023;002;32341;Barr, Jaimee I.;;;;;;;;;;;;;;;;2.6%;97.4%;;;;;;
GS;GS-General Studies;12000;Summer Start Seminar;202330;Summer 2023;011;13714;Ivey, David J.;71.4%;;;;14.3%;;;14.3%;;;;;;;;;;;;;;;
GS;GS-General Studies;12000;Summer Start Seminar;202330;Summer 2023;023;29667;Ivey, David J.;86.3%;;;;6.8%;;;2.6%;;;;;;0.9%;;;;;;;;3.4%;
GS;GS-General Studies;12000;Summer Start Seminar;202330;Summer 2023;029;32187;McKay, Allison L.;70.2%;;;;14.3%;;;9.5%;;;3.6%;;;2.4%;;;;;;;;;
GS;GS-General Studies;19501;Preparing For UG Research Expr;202330;Summer 2023;003;15433;Sadler, James J.;63.0%;;24.1%;;4.6%;;;1.9%;;;;;;3.7%;0.9%;;;;;;;1.9%;
GS;GS-General Studies;19501;Preparing For UG Research Expr;202330;Summer 2023;004;30638;Sadler, James J.;;;;;;;;;;;;;;;;4.9%;95.1%;;;;;;
GS;GS-General Studies;22000;Calculus For HS Students;202330;Summer 2023;004;32522;Kastberg, Signe E.;;;;;;;;;;;;;;;;4.2%;95.8%;;;;;;
GS;GS-General Studies;22000;Easy As Pi:Precal For High Sch;202330;Summer 2023;006;35361;Cuadra, Alexandra;;;;;;;;;;;;;;;;;100.0%;;;;;;
GS;GS-General Studies;22000;Easy As Pi:Precal For High Sch;202330;Summer 2023;007;35589;Werner, Hosley K.;;;;;;;;;;;;;;;;;100.0%;;;;;;
GS;GS-General Studies;22000;Fleischer Scholars;202330;Summer 2023;005;34858;Barr, Jaimee I.;;;;;;;;;;;;;;;;;94.7%;5.3%;;;;;
GS;GS-General Studies;22000;Pre-Calculus For HS;202330;Summer 2023;003;32521;Kastberg, Signe E.;;;;;;;;;;;;;;;;;100.0%;;;;;;
HDFS;HDFS-Human Dev & Family Sci;20100;Intro Family Processes;202330;Summer 2023;001;10065;Hassan, Mehreen Z.;54.5%;;30.3%;;;;;3.0%;;;3.0%;;;9.1%;;;;;;;;;
HDFS;HDFS-Human Dev & Family Sci;21000;Intro Human Devlpment;202330;Summer 2023;001;10009;Friedman, Elliot M.;22.9%;20.0%;37.1%;;11.4%;;2.9%;;2.9%;;;;;2.9%;;;;;;;;;
HDFS;HDFS-Human Dev & Family Sci;28000;Divrsty Individual & Fam Life;202330;Summer 2023;002;23671;Loviska, Amy M.;8.0%;;64.0%;;8.0%;4.0%;;8.0%;;;;;;8.0%;;;;;;;;;
HDFS;HDFS-Human Dev & Family Sci;31100;Child Development;202330;Summer 2023;001;25785;Nichols, Deborah L.;55.0%;10.0%;10.0%;;5.0%;5.0%;;;;5.0%;5.0%;;;;5.0%;;;;;;;;
HDFS;HDFS-Human Dev & Family Sci;33000;Sexuality And Family Life;202330;Summer 2023;001;10496;Elias, Cezanne M.;66.7%;8.3%;;;8.3%;;4.2%;8.3%;;;;;;4.2%;;;;;;;;;
HDFS;HDFS-Human Dev & Family Sci;39000;Global Perspctves On Human Dev;202330;Summer 2023;023;30425;Herrera, Fabiola;27.3%;9.1%;36.4%;;;;18.2%;;;;;;;;;;;;;;;9.1%;
HIST;HIST-History;10300;Intro To Medieval Wrld;202330;Summer 2023;Y01;22231;Mitchell, Silvia Z.;12.1%;12.1%;;;27.3%;3.0%;;12.1%;;;;3.0%;6.1%;18.2%;;;;;;;;6.1%;
HIST;HIST-History;10400;Intro To Modern World;202330;Summer 2023;Y01;34703;Wijeyeratne, Nissanka S.;22.6%;16.1%;3.2%;;9.7%;;3.2%;6.5%;3.2%;3.2%;;6.5%;;16.1%;;;3.2%;;;;;6.5%;
HIST;HIST-History;10500;Global History;202330;Summer 2023;Y01;23768;Bhattacharya, Tithi;12.2%;7.3%;58.5%;;2.4%;4.9%;2.4%;;4.9%;;;;;4.9%;;;;;;;;2.4%;
