Subject;Subject Desc;Course Number;Title;Academic Period;Academic Period Desc;Section;CRN;Instructor;A;A-;A+;AU;B;B-;B+;C;C-;C+;D;D-;D+;E;F;I;N;P;PI;S;SI;U;W;
;;;Gtwy To Engnrng Tech - Honors;202610;Fall 2025;SC1;26769;Newell, Brittany A.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;48000;ET Capstone I;202610;Fall 2025;003;24848;Berry, Frederick C.;27.5%;;51.0%;;7.8%;;8.8%;;;3.9%;;;;;1.0%;;;;;;;;;
;;;;;;020;14758;Berry, Frederick C.;26.9%;;49.1%;;5.6%;5.6%;11.1%;;;1.9%;;;;;;;;;;;;;;
;;48100;ET Capstone II;202610;Fall 2025;003;24847;Berry, Frederick C.;28.6%;;39.7%;;14.3%;3.2%;11.1%;;;;;;;;1.6%;;;;;;;;1.6%;
;;50100;Graduate Research Seminar;202610;Fall 2025;001;19134;Hutcheson, John S.;92.3%;;;;;;;7.7%;;;;;;;;;;;;;;;;
ENTM;ENTM-Entomology;10100;Insect Biol Grand Challenges;202610;Fall 2025;001;14202;Ginzel, Matthew D.;69.0%;;;;20.7%;;;3.4%;;;3.4%;;;;3.4%;;;;;;;;;
;;10500;Insects Friend And Foe;202610;Fall 2025;004;67231;Decker, Brenna L.;28.6%;24.3%;;;10.0%;1.4%;20.0%;1.4%;1.4%;5.7%;1.4%;;;;1.4%;;;;;;;;4.3%;
;;;;;;005;11535;Decker, Brenna L.;39.7%;25.0%;2.9%;;5.9%;7.4%;10.3%;2.9%;1.5%;1.5%;1.5%;;;;;;;;;;;;1.5%;
;;20100;Sci & Technical Communication;202610;Fall 2025;001;10453;Kaplan, Ian;71.4%;;;;19.0%;;;;;;;;;;9.5%;;;;;;;;;
;;20600;General Entomology;202610;Fall 2025;001;20028;Decker, Brenna L.;12.1%;16.7%;12.1%;;15.2%;9.1%;16.7%;3.0%;1.5%;1.5%;1.5%;1.5%;3.0%;;;;;;;;;;6.1%;
;;20700;General Entomology Lab;202610;Fall 2025;001;20029;Decker, Brenna L.;11.1%;11.1%;11.1%;;22.2%;5.6%;16.7%;;;5.6%;;11.1%;5.6%;;;;;;;;;;;
;;;;;;003;20031;Decker, Brenna L.;10.5%;;21.1%;;21.1%;10.5%;5.3%;;5.3%;;;;;;5.3%;;;;;;;;21.1%;
;;;;;;004;20032;Decker, Brenna L.;5.0%;20.0%;25.0%;;5.0%;;15.0%;5.0%;;10.0%;;5.0%;;;;;;;;;;;10.0%;
;;22810;Forensic Investigation;202610;Fall 2025;001;12053;Hans, Krystal R.;5.0%;20.7%;1.1%;;22.9%;5.6%;22.9%;7.8%;1.7%;6.1%;0.6%;;0.6%;;2.8%;;;;;;;;2.2%;
;;22830;Forensic Testimony & Ethics;202610;Fall 2025;003;16997;Hans, Krystal R.;37.7%;23.0%;9.8%;;13.1%;1.6%;11.5%;;;2.5%;;;;;;;;;;;;;0.8%;
;;30100;Experimentation And Analysis;202610;Fall 2025;001;10454;Richmond, Douglas S.;63.6%;;;;31.8%;;;4.5%;;;;;;;;;;;;;;;;
;;33500;Intro Insect Identif;202610;Fall 2025;002;16044;Smith, Aaron D.;55.6%;;;;27.8%;;;5.6%;;;5.6%;;;;5.6%;;;;;;;;;
;;39300;Insect Biology Practicum;202610;Fall 2025;003;29770;Decker, Brenna L.;;;;;;;;;;;;;;;;;5.0%;95.0%;;;;;;
;;41000;Applied Insect Biology;202610;Fall 2025;001;10880;Ingwell, Laura L.;17.2%;58.6%;;;6.9%;;17.2%;;;;;;;;;;;;;;;;;
;;41001;Insects Of Urban Landscapes;202610;Fall 2025;001;10886;Ingwell, Laura L.;70.8%;12.5%;;;;4.2%;;4.2%;;4.2%;;;;;4.2%;;;;;;;;;
;;42890;Forensic Science Teaching;202610;Fall 2025;001;11174;Hans, Krystal R.;;;;;;;;;;;;;;;;;;95.5%;;;;;4.5%;
;;69200;Data Visualization;202610;Fall 2025;001;13585;Enders, Laramy S.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
ENTR;ENTR-Entrepreneurship;20000;Intro Entr & Innov;202610;Fall 2025;001;20120;Reiff, Mark A.;15.0%;10.0%;60.0%;;5.0%;5.0%;2.5%;;;;;;;;;;;;;;;;2.5%;
;;;;;;002;20121;Woody, Lucas T.;40.9%;22.7%;25.0%;;;;9.1%;;;2.3%;;;;;;;;;;;;;;
;;;;;;003;20118;Reiff, Mark A.;16.3%;9.3%;65.1%;;4.7%;2.3%;2.3%;;;;;;;;;;;;;;;;;
;;;;;;004;16617;Woody, Lucas T.;20.9%;20.9%;27.9%;;7.0%;7.0%;7.0%;;2.3%;2.3%;;;;;;;;;;;;;4.7%;
;;;;;;005;18684;Woody, Lucas T.;25.0%;31.8%;15.9%;;4.5%;2.3%;15.9%;;2.3%;2.3%;;;;;;;;;;;;;;
;;;;;;006;24473;Romero-Day, Jorge A.;36.4%;27.3%;13.6%;;2.3%;2.3%;11.4%;;2.3%;2.3%;;;;;;;;;;;;;2.3%;
;;;;;;007;18688;Romero-Day, Jorge A.;24.4%;17.1%;19.5%;;7.3%;2.4%;22.0%;2.4%;4.9%;;;;;;;;;;;;;;;
;;;;;;008;21722;Davis, Rick B.;27.9%;23.3%;34.9%;;;2.3%;11.6%;;;;;;;;;;;;;;;;;
;;;;;;009;27307;Indiano, Joseph D.;26.2%;33.3%;;;7.1%;14.3%;9.5%;;2.4%;2.4%;;;;;;;;;;;;;4.8%;
;;;;;;LC1;18707;Davis, Jack E.;37.1%;17.1%;28.6%;;;2.9%;5.7%;;;2.9%;;;;;;;;;;;;;5.7%;
;;;;;;LC2;21699;Davis, Rick B.;20.0%;10.0%;37.5%;;5.0%;2.5%;20.0%;;;5.0%;;;;;;;;;;;;;;
;;;Intro Entr & Innov-Honors;202610;Fall 2025;001;20120;Reiff, Mark A.;50.0%;;50.0%;;;;;;;;;;;;;;;;;;;;;
;;;;;;006;24473;Romero-Day, Jorge A.;;100.0%;;;;;;;;;;;;;;;;;;;;;;
;;;;;;LC2;21699;Davis, Rick B.;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;31000;Mktg Mgmt For New Ventures;202610;Fall 2025;001;52449;Smith, Terry R.;12.8%;12.8%;66.7%;;2.6%;2.6%;2.6%;;;;;;;;;;;;;;;;;
;;;;;;002;52451;Smith, Terry R.;17.5%;7.5%;72.5%;;;;2.5%;;;;;;;;;;;;;;;;;
;;;;;;003;64268;Scott, Timothy D.;26.2%;9.5%;42.9%;;2.4%;9.5%;2.4%;2.4%;;4.8%;;;;;;;;;;;;;;
;;;;;;004;21698;Scott, Timothy D.;21.4%;23.8%;21.4%;;11.9%;7.1%;7.1%;2.4%;;2.4%;;;;;;;;;;;;;2.4%;
;;;;;;005;21712;Paden, Bob;37.9%;20.7%;24.1%;;10.3%;3.4%;3.4%;;;;;;;;;;;;;;;;;
;;;;;;006;16661;Paden, Bob;26.7%;20.0%;20.0%;;6.7%;;13.3%;6.7%;6.7%;;;;;;;;;;;;;;;
;;;;;;010;25866;Paden, Bob;20.7%;27.6%;10.3%;;6.9%;3.4%;10.3%;3.4%;;6.9%;3.4%;;;;3.4%;;;;;;;;3.4%;
;;;Mktg Mgmt For New Vent-Honors;202610;Fall 2025;002;52451;Smith, Terry R.;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;31500;Bus Planning For Social Entr;202610;Fall 2025;001;20571;Woody, Lucas T.;21.9%;53.1%;3.1%;;;3.1%;15.6%;;;;;;;;;;;;;;;;3.1%;
;;32500;Global Entr & Innovation;202610;Fall 2025;001;28962;Romero-Day, Jorge A.;21.7%;21.7%;30.4%;;13.0%;8.7%;4.3%;;;;;;;;;;;;;;;;;
;;46000;Internship And Career Prep;202610;Fall 2025;001;17172;Wheadon, Mandy J.;9.1%;22.7%;40.9%;;1.5%;3.0%;9.1%;4.5%;3.0%;1.5%;;;1.5%;;1.5%;;;;;;;;1.5%;
;;;;;;002;24404;Mcnamee, Kathleen E.;16.9%;13.8%;44.6%;;6.2%;1.5%;9.2%;;;1.5%;;;1.5%;;1.5%;;;;;;;;3.1%;
;;48000;Entr Ldrship &Careers-Honors;202610;Fall 2025;001;37242;Woods, Susan B.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;Entr Leadership And Careers;202610;Fall 2025;001;37242;Woods, Susan B.;55.7%;9.8%;23.0%;;4.9%;;6.6%;;;;;;;;;;;;;;;;;
;;48100;Consulting For Emerging Entr;202610;Fall 2025;002;69192;Woods, Susan B.;18.8%;12.5%;62.5%;;;;;;;;;;;;6.3%;;;;;;;;;
EPCS;EPCS-Engr Proj Cmity Service;11100;First Yr Participation EPICS I;202610;Fall 2025;004;11398;Pierce, Andrew L.;36.4%;36.4%;;;9.1%;;18.2%;;;;;;;;;;;;;;;;;
;;;;;;007;14602;Mason, Michael B.;41.7%;;50.0%;;;;8.3%;;;;;;;;;;;;;;;;;
;;;;;;008;11378;Stevens, Brandon R.;36.4%;9.1%;18.2%;;18.2%;;9.1%;;;9.1%;;;;;;;;;;;;;;
;;;;;;010;11393;Jaiswal, Aparajita;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;011;11402;Pierce, Andrew L.;45.5%;9.1%;18.2%;;;;;9.1%;18.2%;;;;;;;;;;;;;;;
;;;;;;016;11416;Williams, Charese M.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;017;11418;Jamieson, Leah H.;61.5%;15.4%;15.4%;;;;;;;7.7%;;;;;;;;;;;;;;
;;;;;;024;11417;Madsen, Bret J.;50.0%;;21.4%;;7.1%;7.1%;;;;;;;7.1%;;;;;;;;;;7.1%;
;;;;;;025;22312;Manning, Benjamin T.;46.2%;53.8%;;;;;;;;;;;;;;;;;;;;;;
;;;;;;029;11400;Stevens, Brandon R.;91.7%;;8.3%;;;;;;;;;;;;;;;;;;;;;
;;;;;;032;11386;Huycke, Jason;36.4%;27.3%;36.4%;;;;;;;;;;;;;;;;;;;;;
;;;;;;033;14875;Manning, Benjamin T.;83.3%;;;;16.7%;;;;;;;;;;;;;;;;;;;
;;;;;;042;20696;Pierce, Andrew L.;61.5%;15.4%;;;15.4%;;;;;;;;7.7%;;;;;;;;;;;
;;;;;;044;13621;Samuel, Aamod G.;50.0%;14.3%;35.7%;;;;;;;;;;;;;;;;;;;;;
;;;;;;051;11403;Stevens, Brandon R.;41.7%;;58.3%;;;;;;;;;;;;;;;;;;;;;
;;;;;;054;19146;Cutler, Haley A.;61.5%;;30.8%;;;;7.7%;;;;;;;;;;;;;;;;;
;;;;;;074;14276;Williams, Charese M.;91.7%;8.3%;;;;;;;;;;;;;;;;;;;;;;
;;;;;;075;10955;Jaiswal, Aparajita;83.3%;;16.7%;;;;;;;;;;;;;;;;;;;;;
;;20100;Soph Part In EPICS;202610;Fall 2025;019;42035;Aboelzahab, Asem F.;66.7%;25.0%;;;;;;;;;;;;;;;;;;;;;8.3%;
;;;;;;041;69096;Khalifah, Susan M.;77.3%;4.5%;18.2%;;;;;;;;;;;;;;;;;;;;;
;;30100;Jr Part In EPICS;202610;Fall 2025;041;69098;Khalifah, Susan M.;64.0%;;28.0%;;4.0%;;;;;;;;;;;;;;;;;;4.0%;
;;40100;Sr Part In EPICS;202610;Fall 2025;041;69100;Khalifah, Susan M.;56.3%;;25.0%;;6.3%;;6.3%;;;;;;;;;;;;;;;;6.3%;
EXPL;EXPL-Exploratory Studies;20000;Internship Launch;202610;Fall 2025;001;29563;Andrade Carlson, Mary L.;69.2%;;7.7%;;15.4%;;;7.7%;;;;;;;;;;;;;;;;
FLM;FLM-Film & Video;24100;Foundations Cinema Production;202610;Fall 2025;001;15563;Sklar, Jeremy F.;8.2%;;85.7%;;2.0%;;4.1%;;;;;;;;;;;;;;;;;
;;;Fndtns Cinema Prdctn-Honors;202610;Fall 2025;001;15563;Sklar, Jeremy F.;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;29102;Foundations Of Live Production;202610;Fall 2025;001;19761;Zink, Jason W.;63.6%;9.1%;;;9.1%;;9.1%;;;;;;;;9.1%;;;;;;;;;
;;29108;Global Horror Cinema;202610;Fall 2025;004;27881;Ben Hadj Ben M'Barek, Emmanuelle;36.4%;18.2%;;;;9.1%;18.2%;;9.1%;9.1%;;;;;;;;;;;;;;
;;32200;Live Prod I: Fall/Winter Sport;202610;Fall 2025;001;24108;Palm, Cory W.;62.5%;12.5%;4.2%;;;8.3%;4.2%;4.2%;4.2%;;;;;;;;;;;;;;;
;;35100;Screenwriting;202610;Fall 2025;001;15613;Sklar, Jeremy F.;16.7%;11.1%;66.7%;;;5.6%;;;;;;;;;;;;;;;;;;
;;36100;Cinematography;202610;Fall 2025;001;15612;Chastain, Bobby L.;40.0%;13.3%;;;6.7%;6.7%;6.7%;6.7%;;;;;;;6.7%;;;;;;;;13.3%;
;;37100;Editing I;202610;Fall 2025;001;15619;Chastain, Bobby L.;58.8%;5.9%;;;23.5%;;;5.9%;;;;;;;;;;;;;;;5.9%;
;;37200;Editing II;202610;Fall 2025;001;19760;Chastain, Bobby L.;70.6%;17.6%;;;;;;;;;;;;;11.8%;;;;;;;;;
;;42200;Live Prod II: Fall/Wntr Sports;202610;Fall 2025;001;24109;Cummings, Mccarty L.;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;44600;Producing Non-Fiction Video;202610;Fall 2025;001;22492;Zink, Jason W.;33.3%;41.7%;;;8.3%;;8.3%;;;;;;;;8.3%;;;;;;;;;
;;49105;Writing For Television;202610;Fall 2025;001;23124;Sklar, Jeremy F.;5.3%;10.5%;78.9%;;;;;;;;;;;;;;;;;;;;5.3%;
;;49108;Bad Films;202610;Fall 2025;001;24120;Zink, Jason W.;58.1%;9.7%;;;12.9%;;6.5%;;3.2%;3.2%;6.5%;;;;;;;;;;;;;
FNR;FNR-Forestry&Natural Resources;12500;Environmental Scienc & Conserv;202610;Fall 2025;001;12032;Ruhl, Patrick J.;10.4%;22.9%;6.3%;;14.6%;8.3%;20.8%;4.2%;4.2%;4.2%;;;;;4.2%;;;;;;;;;
;;22500;Dendrology;202610;Fall 2025;004;20768;Jacobs, Douglass F.;17.2%;4.6%;9.2%;;11.5%;9.2%;3.4%;9.2%;3.4%;8.0%;;5.7%;6.9%;;8.0%;;;;;;;;3.4%;
;;23000;World's Forest&Society;202610;Fall 2025;001;20772;Haviarova, Eva;17.3%;20.2%;8.7%;;14.4%;9.6%;16.3%;4.8%;1.0%;3.8%;;;;;1.9%;;;1.0%;;;;;1.0%;
;;24000;Wildlife In America;202610;Fall 2025;001;20773;Burt, Carolyn S.;21.6%;16.5%;15.5%;;10.3%;6.2%;10.3%;5.2%;1.0%;5.2%;3.1%;;;;2.1%;;;;;;;;3.1%;
;;24150;Ecols&Sys Fishes, Amph&Reptile;202610;Fall 2025;002;30621;Ruhl, Patrick J.;23.7%;20.3%;11.0%;;13.6%;9.3%;9.3%;2.5%;1.7%;3.4%;;;0.8%;;2.5%;;;;;;;;1.7%;
;;24250;Lab Ecol&Sys Fishes,Amph&Reptl;202610;Fall 2025;001;10057;Brent, Rachel I.;31.3%;12.5%;;;18.8%;6.3%;;12.5%;6.3%;6.3%;6.3%;;;;;;;;;;;;;
;;;;;;002;10060;Brent, Rachel I.;25.0%;18.8%;;;18.8%;6.3%;12.5%;6.3%;;;;6.3%;;;;;;;;;;;6.3%;
;;;;;;003;10065;Brent, Rachel I.;12.5%;18.8%;;;25.0%;12.5%;12.5%;;6.3%;;;6.3%;;;;;;;;;;;6.3%;
;;;;;;004;10067;Brent, Rachel I.;17.6%;11.8%;23.5%;;11.8%;;17.6%;;;;;;;;17.6%;;;;;;;;;
;;;;;;005;10071;Brent, Rachel I.;25.0%;6.3%;12.5%;;12.5%;6.3%;18.8%;;6.3%;6.3%;;;6.3%;;;;;;;;;;;
;;;;;;006;15363;Brent, Rachel I.;18.8%;12.5%;18.8%;;12.5%;6.3%;12.5%;6.3%;;6.3%;;;;;;;;;;;;;6.3%;
;;;;;;007;30041;Brent, Rachel I.;6.7%;13.3%;6.7%;;13.3%;;20.0%;20.0%;6.7%;6.7%;;6.7%;;;;;;;;;;;;
;;27000;Landscape-Level Planning;202610;Fall 2025;001;16969;Salazar, Kara A.;35.3%;2.9%;44.1%;;10.3%;;1.5%;1.5%;;1.5%;1.5%;;;;;;;;;;;;1.5%;
;;30110;Sustainable Wood Prod Mfg;202610;Fall 2025;001;20051;Gazo, Rado;28.6%;23.8%;23.8%;;9.5%;;4.8%;;4.8%;4.8%;;;;;;;;;;;;;;
;;31300;Aquaponics;202610;Fall 2025;001;28015;Brown, Paul B.;20.6%;;;;32.4%;11.8%;14.7%;5.9%;;5.9%;;;;;2.9%;;;;;;;;5.9%;
;;33100;Forest Ecosystems;202610;Fall 2025;001;20780;Jenkins, Michael A.;3.8%;1.9%;1.9%;;17.3%;17.3%;21.2%;5.8%;7.7%;17.3%;;;1.9%;;1.9%;;;;;;;;1.9%;
;;34100;Wildlife Habitat Mgmt;202610;Fall 2025;001;63588;Ruhl, Patrick J.;30.6%;22.2%;13.9%;;5.6%;2.8%;11.1%;;;2.8%;2.8%;2.8%;2.8%;;;;;;;;;;2.8%;
;;35700;Fund Remote Sensing;202610;Fall 2025;001;20785;Shao, Gang;22.2%;18.5%;44.4%;;3.7%;;11.1%;;;;;;;;;;;;;;;;;
;;35910;Spatial Ecology;202610;Fall 2025;012;21432;Pijanowski, Bryan C.;25.0%;20.5%;4.5%;;18.2%;9.1%;6.8%;;2.3%;6.8%;;;;;;2.3%;;;;;;;2.3%;2.3%
;;40100;Limnology;202610;Fall 2025;001;18877;Hosen, Jacob D.;17.1%;40.0%;2.9%;;17.1%;;5.7%;2.9%;;8.6%;;;;;5.7%;;;;;;;;;
;;43400;Tree Physiology;202610;Fall 2025;001;25453;Couture, John J.;96.3%;;;;;;;3.7%;;;;;;;;;;;;;;;;
;;43900;Silviculture;202610;Fall 2025;001;17579;Saunders, Michael R.;11.1%;27.8%;;;22.2%;;16.7%;11.1%;;11.1%;;;;;;;;;;;;;;
;;44700;Vertebrate Pop Dynamic;202610;Fall 2025;002;42855;Zollner, Patrick A.;23.7%;18.4%;2.6%;;26.3%;7.9%;18.4%;;;2.6%;;;;;;;;;;;;;;
;;45600;Fish & Marine Pop Dynamics;202610;Fall 2025;001;21589;Hook, Tomas O.;4.0%;16.0%;;;12.0%;16.0%;8.0%;8.0%;4.0%;16.0%;12.0%;;;;;;;;;;;;4.0%;
;;45700;Practical Fisheries Management;202610;Fall 2025;001;33271;Warren, Les D.;10.5%;15.8%;73.7%;;;;;;;;;;;;;;;;;;;;;
;;46500;Hunting And Conservation;202610;Fall 2025;001;19555;Brooke, Jarred M.;68.8%;;;;31.3%;;;;;;;;;;;;;;;;;;;
;;48410;Sust Wood & Furn Design & Mfg;202610;Fall 2025;001;10011;Gazo, Rado;;33.3%;41.7%;;;16.7%;;;;;;;;;;;;;;;;;8.3%;
;;49800;Aquatic Sampling Tech;202610;Fall 2025;055;17206;Warren, Les D.;21.1%;5.3%;52.6%;;;10.5%;5.3%;;;;;;;;;5.3%;;;;;;;;
;;;Pond Management;202610;Fall 2025;090;24411;Warren, Les D.;7.1%;;85.7%;;;;;;;;;;;;7.1%;;;;;;;;;
;;52700;Ecotoxicology;202610;Fall 2025;001;26283;Hoskins, Tyler D.;41.2%;11.8%;;;11.8%;8.8%;5.9%;5.9%;;14.7%;;;;;;;;;;;;;;
;;54300;Conservatn Biology I;202610;Fall 2025;001;32902;Gurevitch, Jessica P.;28.6%;;35.7%;7.1%;7.1%;7.1%;7.1%;;;7.1%;;;;;;;;;;;;;;
;;58600;Urban Ecology;202610;Fall 2025;001;16195;Hardiman, Brady S.;35.1%;;44.3%;;13.4%;;;2.1%;;;5.2%;;;;;;;;;;;;;
;;58700;Adv Spatial Ecology And GIS;202610;Fall 2025;002;26873;Pijanowski, Bryan C.;52.9%;17.6%;;;11.8%;;5.9%;;;;;;;;5.9%;;;;;;;;5.9%;
;;59000;Intro Teach Nat Resources;202610;Fall 2025;001;14778;Flaherty, Elizabeth A.;15.4%;;69.2%;;;7.7%;;;;;;;;;;;;;;;;;7.7%;
;;59800;One Health In The Anthropocene;202610;Fall 2025;020;24513;Sepulveda, Maria S.;45.5%;;27.3%;;18.2%;;;;;;;;;;;;;;;;;;9.1%;
;;64700;Quant Meth Ecologists;202610;Fall 2025;002;21747;Brooks, Jonathan D.;41.7%;25.0%;8.3%;8.3%;;8.3%;;;;;;;;;;8.3%;;;;;;;;
;;69100;Oral Exam Preparation;202610;Fall 2025;001;28661;Jacobs, Douglass F.;81.8%;18.2%;;;;;;;;;;;;;;;;;;;;;;
FR;FR-French;10100;French Level I;202610;Fall 2025;014;15068;Ben Hadj Ben M'Barek, Emmanuelle;10.0%;5.0%;15.0%;;25.0%;10.0%;10.0%;10.0%;;5.0%;5.0%;;;;5.0%;;;;;;;;;
;;;;;;016;15071;Ben Hadj Ben M'Barek, Emmanuelle;15.8%;10.5%;5.3%;;;10.5%;5.3%;5.3%;10.5%;;;;5.3%;;;;;;;;;;31.6%;
;;;;;;021;30400;Megbulem, Sandra N.;6.3%;12.5%;;;25.0%;6.3%;18.8%;;;6.3%;;;;;6.3%;;;6.3%;;;;;12.5%;
;;10200;French Level II;202610;Fall 2025;001;15076;Megbulem, Sandra N.;26.7%;6.7%;13.3%;;6.7%;;6.7%;;;;;6.7%;6.7%;;13.3%;;;;;;;;13.3%;
;;;;;;002;15077;Obidiegwu, Vincent N.;36.4%;27.3%;;;9.1%;;18.2%;;;9.1%;;;;;;;;;;;;;;
;;;;;;004;15082;Kpetsu, Shalom A.;20.0%;10.0%;5.0%;;10.0%;15.0%;10.0%;15.0%;;5.0%;;;;;;;;;;;;;10.0%;
;;;;;;009;11022;Obidiegwu, Vincent N.;25.0%;8.3%;4.2%;;12.5%;16.7%;16.7%;;;8.3%;;;;;;;;;;;;;8.3%;
;;20100;French Level III;202610;Fall 2025;003;20904;Oloore, Nafiu O.;11.8%;17.6%;;;29.4%;11.8%;;5.9%;;5.9%;;;;;;;;5.9%;;;;;11.8%;
;;;;;;005;20906;Oloore, Nafiu O.;31.3%;18.8%;;;12.5%;6.3%;6.3%;6.3%;;6.3%;;;6.3%;;;;;;;;;;6.3%;
;;;;;;007;60174;Kpetsu, Shalom A.;5.0%;10.0%;15.0%;;10.0%;5.0%;5.0%;15.0%;5.0%;5.0%;;;5.0%;;15.0%;;;;;;;;5.0%;
;;20200;French Level IV;202610;Fall 2025;001;11026;Egere, Chinaza J.;28.6%;14.3%;21.4%;;;;7.1%;7.1%;7.1%;7.1%;;;;;;;;;;;;;7.1%;
;;;;;;002;11027;Egere, Chinaza J.;17.6%;5.9%;41.2%;;5.9%;;;;5.9%;11.8%;5.9%;;;;;;;;;;;;5.9%;
;;21200;Intermed French Conversation;202610;Fall 2025;002;32787;Jouin, Gwenael B.;9.1%;;81.8%;;;;;;;;;;;;;;;;;;;;9.1%;
;;30100;French Level V;202610;Fall 2025;002;50577;Valero Pena, Ana Isabel;16.7%;;5.6%;;11.1%;5.6%;27.8%;;;5.6%;;;5.6%;;5.6%;;;;;;;;16.7%;
;;;;;;003;19472;Valero Pena, Ana Isabel;31.3%;18.8%;12.5%;;18.8%;;6.3%;6.3%;;;;6.3%;;;;;;;;;;;;
;;33000;French Cinema;202610;Fall 2025;001;12900;Leverage, Paula E.;25.0%;21.4%;32.1%;;7.1%;3.6%;;;3.6%;3.6%;;;;;;;;;;;;;3.6%;
;;40100;French Level VII;202610;Fall 2025;002;22457;Tetne, Maurice;38.5%;7.7%;23.1%;;;;30.8%;;;;;;;;;;;;;;;;;
;;56300;Hist French Language;202610;Fall 2025;001;21750;Valero Pena, Ana Isabel;9.1%;;18.2%;;9.1%;;9.1%;18.2%;18.2%;9.1%;;;9.1%;;;;;;;;;;;
FS;FS-Food Science;16100;Science Of Food;202610;Fall 2025;001;20955;Cho, Young-Hee;27.1%;32.9%;1.4%;;4.3%;2.9%;21.4%;;;4.3%;;;2.9%;;2.9%;;;;;;;;;
;;;;;;002;30085;Huang, Jen-Yi;17.2%;6.9%;13.8%;;27.6%;13.8%;6.9%;3.4%;6.9%;;;;;;3.4%;;;;;;;;;
;;;Science Of Food-Honors;202610;Fall 2025;002;30085;Huang, Jen-Yi;50.0%;;50.0%;;;;;;;;;;;;;;;;;;;;;
;;20000;Foods For Health;202610;Fall 2025;001;30100;Chen, Hanyu;26.7%;16.7%;26.7%;;;3.3%;;3.3%;3.3%;;3.3%;;;;3.3%;;;;;;;;13.3%;
;;29800;Sophomore Seminar;202610;Fall 2025;001;20960;Simsek, Senay;18.2%;;75.8%;;;;;;;3.0%;;;;;;;;;;;;;3.0%;
;;34100;Food Processing I;202610;Fall 2025;001;61460;Corvalan, Carlos M.;72.2%;;;;16.7%;;;11.1%;;;;;;;;;;;;;;;;
;;34200;Food Processing I Lab;202610;Fall 2025;003;28948;Corvalan, Carlos M.;64.7%;;;;32.4%;;;2.9%;;;;;;;;;;;;;;;;
;;36100;Food Plant Sanitation;202610;Fall 2025;001;20963;Feng, Yaohua K.;54.1%;13.5%;16.2%;;2.7%;;10.8%;;;2.7%;;;;;;;;;;;;;;
;;36200;Food Microbiology;202610;Fall 2025;001;20964;Applegate, Bruce M.;97.6%;;;;;;;;;;;;;;;;;;;;;;2.4%;
;;36300;Food Microbiology Lab;202610;Fall 2025;001;20965;Cho, Young-Hee;52.4%;19.0%;4.8%;;;9.5%;14.3%;;;;;;;;;;;;;;;;;
;;;;;;002;20966;Cho, Young-Hee;40.0%;26.7%;;;;;20.0%;;;;;6.7%;;;;;;;;;;;6.7%;
;;44200;Food Processing II;202610;Fall 2025;003;20975;Mishra, Dharmendra K.;24.2%;21.2%;21.2%;;3.0%;9.1%;18.2%;3.0%;;;;;;;;;;;;;;;;
;;44400;Stat Process Control;202610;Fall 2025;001;20978;Corvalan, Carlos M.;85.0%;;;;10.0%;;;2.5%;;;;;;;;;;;;;;;2.5%;
;;44700;Food Processing II Lab;202610;Fall 2025;002;61465;Mishra, Dharmendra K.;63.2%;21.1%;;;5.3%;;10.5%;;;;;;;;;;;;;;;;;
;;;;;;003;31257;Mishra, Dharmendra K.;30.8%;30.8%;;;15.4%;15.4%;7.7%;;;;;;;;;;;;;;;;;
;;;Food Processing II Lab-Honors;202610;Fall 2025;003;31257;Mishra, Dharmendra K.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;47000;Wine Appreciation;202610;Fall 2025;001;20980;Butzke, Christian E.;97.4%;;;;;;;;;;;;;;0.4%;;;1.5%;;;;;0.7%;
;;;Wine Appreciation-Honors;202610;Fall 2025;001;20980;Butzke, Christian E.;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;48200;Food Sci Senior Seminar;202610;Fall 2025;001;20982;Mauer, Lisa J.;68.6%;;22.9%;;;;8.6%;;;;;;;;;;;;;;;;;
;;49100; Boilermaker Sauces & Pickles;202610;Fall 2025;032;13988;Adair, Christopher T.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;SABER Team Research;202610;Fall 2025;046;32607;Lindemann, Stephen R.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;53000;Food Ingredient Tech;202610;Fall 2025;001;11420;Jones, Owen G.;38.2%;23.5%;;;17.6%;11.8%;8.8%;;;;;;;;;;;;;;;;;
;;68400;Food Science Seminar;202610;Fall 2025;001;21002;Jones, Owen G.;71.4%;21.4%;;;;;7.1%;;;;;;;;;;;;;;;;;
;;68500;Food Science Seminar;202610;Fall 2025;001;27515;Jones, Owen G.;;;;;;;;;;;;;;;;;;;;100.0%;;;;
